,ten,loai_dien_thoai,thoi_gian_bao_hanh,danh_gia,so_luong_binh_luan,duong_dan,mau_sac,gia_moi,gia_cu,he_dieu_hanh,cpu,ram,bo_nho_trong,dung_luong_pin,thiet_ke,hang_dien_thoai,la_dien_thoai_cu,kich_thuoc_man_hinh,tan_so_quet,do_sang_man_hinh,loai_man_hinh,so_the_sim,loai_pin,cong_suat_sac,do_phan_giai_cam_sau,do_phan_giai_cam_truoc,CPU_Loai
1466,Điện thoại Vivo Y100 5G (Snapdragon 695 5G),Vivo,0.0,5.0,3,https://mobilecity.vn/dien-thoai/vivo-y100-5g-snapdragon-695.html,Xanh,6690000.0,6690000.0,Android 13,"Qualcomm SM6375 Snapdragon 695 5G (6 nm)
8 nhân (2x2.2 GHz & 6x1.7 GHz)
GPU: Adreno 619",12.0,512.0,5000.0,"Khung nhựa, mặt lưng nhựa
Màn hình đục lỗ, cong
Kháng nước, bụi IP54
Cảm biến vân tay trong màn hình",Vivo,False,6.78,120.0,1300.0,AMOLED,2,Li-Po,44.0,"[64.0, 2.0]",[8.0],Qualcomm Snapdragon
1467,Điện thoại Vivo Y100 5G (Snapdragon 695 5G),Vivo,0.0,5.0,3,https://mobilecity.vn/dien-thoai/vivo-y100-5g-snapdragon-695.html,Xanh,4690000.0,4690000.0,Android 13,"Qualcomm SM6375 Snapdragon 695 5G (6 nm)
8 nhân (2x2.2 GHz & 6x1.7 GHz)
GPU: Adreno 619",8.0,128.0,5000.0,"Khung nhựa, mặt lưng nhựa
Màn hình đục lỗ, cong
Kháng nước, bụi IP54
Cảm biến vân tay trong màn hình",Vivo,False,6.78,120.0,1300.0,AMOLED,2,Li-Po,44.0,"[64.0, 2.0]",[8.0],Qualcomm Snapdragon
1468,Điện thoại Vivo Y100 5G (Snapdragon 695 5G),Vivo,0.0,5.0,3,https://mobilecity.vn/dien-thoai/vivo-y100-5g-snapdragon-695.html,Xanh,5340000.0,5340000.0,Android 13,"Qualcomm SM6375 Snapdragon 695 5G (6 nm)
8 nhân (2x2.2 GHz & 6x1.7 GHz)
GPU: Adreno 619",8.0,256.0,5000.0,"Khung nhựa, mặt lưng nhựa
Màn hình đục lỗ, cong
Kháng nước, bụi IP54
Cảm biến vân tay trong màn hình",Vivo,False,6.78,120.0,1300.0,AMOLED,2,Li-Po,44.0,"[64.0, 2.0]",[8.0],Qualcomm Snapdragon
1469,Điện thoại Vivo Y100 5G (Snapdragon 695 5G),Vivo,0.0,5.0,3,https://mobilecity.vn/dien-thoai/vivo-y100-5g-snapdragon-695.html,Xanh,5990000.0,5990000.0,Android 13,"Qualcomm SM6375 Snapdragon 695 5G (6 nm)
8 nhân (2x2.2 GHz & 6x1.7 GHz)
GPU: Adreno 619",12.0,256.0,5000.0,"Khung nhựa, mặt lưng nhựa
Màn hình đục lỗ, cong
Kháng nước, bụi IP54
Cảm biến vân tay trong màn hình",Vivo,False,6.78,120.0,1300.0,AMOLED,2,Li-Po,44.0,"[64.0, 2.0]",[8.0],Qualcomm Snapdragon
1470,Điện thoại Vivo Y100 5G (Snapdragon 695 5G),Vivo,0.0,5.0,3,https://mobilecity.vn/dien-thoai/vivo-y100-5g-snapdragon-695.html,Xanh,6690000.0,6690000.0,Android 13,"Qualcomm SM6375 Snapdragon 695 5G (6 nm)
8 nhân (2x2.2 GHz & 6x1.7 GHz)
GPU: Adreno 619",12.0,512.0,5000.0,"Khung nhựa, mặt lưng nhựa
Màn hình đục lỗ, cong
Kháng nước, bụi IP54
Cảm biến vân tay trong màn hình",Vivo,False,6.78,120.0,1300.0,AMOLED,2,Li-Po,44.0,"[64.0, 2.0]",[8.0],Qualcomm Snapdragon
1471,Điện thoại Vivo Y100 5G (Snapdragon 695 5G),Vivo,0.0,5.0,3,https://mobilecity.vn/dien-thoai/vivo-y100-5g-snapdragon-695.html,Đen,4690000.0,4690000.0,Android 13,"Qualcomm SM6375 Snapdragon 695 5G (6 nm)
8 nhân (2x2.2 GHz & 6x1.7 GHz)
GPU: Adreno 619",8.0,128.0,5000.0,"Khung nhựa, mặt lưng nhựa
Màn hình đục lỗ, cong
Kháng nước, bụi IP54
Cảm biến vân tay trong màn hình",Vivo,False,6.78,120.0,1300.0,AMOLED,2,Li-Po,44.0,"[64.0, 2.0]",[8.0],Qualcomm Snapdragon
1472,Điện thoại Vivo Y100 5G (Snapdragon 695 5G),Vivo,0.0,5.0,3,https://mobilecity.vn/dien-thoai/vivo-y100-5g-snapdragon-695.html,Đen,5340000.0,5340000.0,Android 13,"Qualcomm SM6375 Snapdragon 695 5G (6 nm)
8 nhân (2x2.2 GHz & 6x1.7 GHz)
GPU: Adreno 619",8.0,256.0,5000.0,"Khung nhựa, mặt lưng nhựa
Màn hình đục lỗ, cong
Kháng nước, bụi IP54
Cảm biến vân tay trong màn hình",Vivo,False,6.78,120.0,1300.0,AMOLED,2,Li-Po,44.0,"[64.0, 2.0]",[8.0],Qualcomm Snapdragon
1473,Điện thoại Vivo Y100 5G (Snapdragon 695 5G),Vivo,0.0,5.0,3,https://mobilecity.vn/dien-thoai/vivo-y100-5g-snapdragon-695.html,Đen,5990000.0,5990000.0,Android 13,"Qualcomm SM6375 Snapdragon 695 5G (6 nm)
8 nhân (2x2.2 GHz & 6x1.7 GHz)
GPU: Adreno 619",12.0,256.0,5000.0,"Khung nhựa, mặt lưng nhựa
Màn hình đục lỗ, cong
Kháng nước, bụi IP54
Cảm biến vân tay trong màn hình",Vivo,False,6.78,120.0,1300.0,AMOLED,2,Li-Po,44.0,"[64.0, 2.0]",[8.0],Qualcomm Snapdragon
1474,Điện thoại Vivo Y100 5G (Snapdragon 695 5G),Vivo,0.0,5.0,3,https://mobilecity.vn/dien-thoai/vivo-y100-5g-snapdragon-695.html,Đen,6690000.0,6690000.0,Android 13,"Qualcomm SM6375 Snapdragon 695 5G (6 nm)
8 nhân (2x2.2 GHz & 6x1.7 GHz)
GPU: Adreno 619",12.0,512.0,5000.0,"Khung nhựa, mặt lưng nhựa
Màn hình đục lỗ, cong
Kháng nước, bụi IP54
Cảm biến vân tay trong màn hình",Vivo,False,6.78,120.0,1300.0,AMOLED,2,Li-Po,44.0,"[64.0, 2.0]",[8.0],Qualcomm Snapdragon
1475,Điện thoại Xiaomi 12 Pro cũ (99.9% - Snapdragon 8 Gen 1),Xiaomi,6.0,5.0,18,https://mobilecity.vn/dien-thoai/xiaomi-12-pro-cu-gia-re.html,Tím,4700000.0,4700000.0,Android 12,"Qualcomm SM8450 Snapdragon 8 Gen 1 (4 nm)
8 nhân (1x3.00 GHz & 3x2.50 GHz & 4x1.80 GHz)
GPU: Adreno 730",8.0,128.0,4600.0,"Khung nhôm bo cong
Mặt lưng kính
Mặt trước cong Gorilla Glass Victus",Xiaomi,True,6.73,120.0,1000.0,AMOLED,2,Li-Po,120.0,"[50.0, 50.0, 50.0]",[32.0],Qualcomm Snapdragon
1476,Điện thoại Xiaomi 12 Pro cũ (99.9% - Snapdragon 8 Gen 1),Xiaomi,6.0,5.0,18,https://mobilecity.vn/dien-thoai/xiaomi-12-pro-cu-gia-re.html,Tím,5100000.0,5100000.0,Android 12,"Qualcomm SM8450 Snapdragon 8 Gen 1 (4 nm)
8 nhân (1x3.00 GHz & 3x2.50 GHz & 4x1.80 GHz)
GPU: Adreno 730",8.0,256.0,4600.0,"Khung nhôm bo cong
Mặt lưng kính
Mặt trước cong Gorilla Glass Victus",Xiaomi,True,6.73,120.0,1000.0,AMOLED,2,Li-Po,120.0,"[50.0, 50.0, 50.0]",[32.0],Qualcomm Snapdragon
1477,Điện thoại Xiaomi 12 Pro cũ (99.9% - Snapdragon 8 Gen 1),Xiaomi,6.0,5.0,18,https://mobilecity.vn/dien-thoai/xiaomi-12-pro-cu-gia-re.html,Tím,5600000.0,5600000.0,Android 12,"Qualcomm SM8450 Snapdragon 8 Gen 1 (4 nm)
8 nhân (1x3.00 GHz & 3x2.50 GHz & 4x1.80 GHz)
GPU: Adreno 730",12.0,256.0,4600.0,"Khung nhôm bo cong
Mặt lưng kính
Mặt trước cong Gorilla Glass Victus",Xiaomi,True,6.73,120.0,1000.0,AMOLED,2,Li-Po,120.0,"[50.0, 50.0, 50.0]",[32.0],Qualcomm Snapdragon
1478,Điện thoại Xiaomi 12 Pro cũ (99.9% - Snapdragon 8 Gen 1),Xiaomi,6.0,5.0,18,https://mobilecity.vn/dien-thoai/xiaomi-12-pro-cu-gia-re.html,Đen,4700000.0,4700000.0,Android 12,"Qualcomm SM8450 Snapdragon 8 Gen 1 (4 nm)
8 nhân (1x3.00 GHz & 3x2.50 GHz & 4x1.80 GHz)
GPU: Adreno 730",8.0,128.0,4600.0,"Khung nhôm bo cong
Mặt lưng kính
Mặt trước cong Gorilla Glass Victus",Xiaomi,True,6.73,120.0,1000.0,AMOLED,2,Li-Po,120.0,"[50.0, 50.0, 50.0]",[32.0],Qualcomm Snapdragon
1479,Điện thoại Xiaomi 12 Pro cũ (99.9% - Snapdragon 8 Gen 1),Xiaomi,6.0,5.0,18,https://mobilecity.vn/dien-thoai/xiaomi-12-pro-cu-gia-re.html,Đen,5100000.0,5100000.0,Android 12,"Qualcomm SM8450 Snapdragon 8 Gen 1 (4 nm)
8 nhân (1x3.00 GHz & 3x2.50 GHz & 4x1.80 GHz)
GPU: Adreno 730",8.0,256.0,4600.0,"Khung nhôm bo cong
Mặt lưng kính
Mặt trước cong Gorilla Glass Victus",Xiaomi,True,6.73,120.0,1000.0,AMOLED,2,Li-Po,120.0,"[50.0, 50.0, 50.0]",[32.0],Qualcomm Snapdragon
1480,Điện thoại Xiaomi 12 Pro cũ (99.9% - Snapdragon 8 Gen 1),Xiaomi,6.0,5.0,18,https://mobilecity.vn/dien-thoai/xiaomi-12-pro-cu-gia-re.html,Đen,5600000.0,5600000.0,Android 12,"Qualcomm SM8450 Snapdragon 8 Gen 1 (4 nm)
8 nhân (1x3.00 GHz & 3x2.50 GHz & 4x1.80 GHz)
GPU: Adreno 730",12.0,256.0,4600.0,"Khung nhôm bo cong
Mặt lưng kính
Mặt trước cong Gorilla Glass Victus",Xiaomi,True,6.73,120.0,1000.0,AMOLED,2,Li-Po,120.0,"[50.0, 50.0, 50.0]",[32.0],Qualcomm Snapdragon
1481,Điện thoại Xiaomi 12 Pro cũ (99.9% - Snapdragon 8 Gen 1),Xiaomi,6.0,5.0,18,https://mobilecity.vn/dien-thoai/xiaomi-12-pro-cu-gia-re.html,Xanh,4700000.0,4700000.0,Android 12,"Qualcomm SM8450 Snapdragon 8 Gen 1 (4 nm)
8 nhân (1x3.00 GHz & 3x2.50 GHz & 4x1.80 GHz)
GPU: Adreno 730",8.0,128.0,4600.0,"Khung nhôm bo cong
Mặt lưng kính
Mặt trước cong Gorilla Glass Victus",Xiaomi,True,6.73,120.0,1000.0,AMOLED,2,Li-Po,120.0,"[50.0, 50.0, 50.0]",[32.0],Qualcomm Snapdragon
1482,Điện thoại Xiaomi 12 Pro cũ (99.9% - Snapdragon 8 Gen 1),Xiaomi,6.0,5.0,18,https://mobilecity.vn/dien-thoai/xiaomi-12-pro-cu-gia-re.html,Xanh,5100000.0,5100000.0,Android 12,"Qualcomm SM8450 Snapdragon 8 Gen 1 (4 nm)
8 nhân (1x3.00 GHz & 3x2.50 GHz & 4x1.80 GHz)
GPU: Adreno 730",8.0,256.0,4600.0,"Khung nhôm bo cong
Mặt lưng kính
Mặt trước cong Gorilla Glass Victus",Xiaomi,True,6.73,120.0,1000.0,AMOLED,2,Li-Po,120.0,"[50.0, 50.0, 50.0]",[32.0],Qualcomm Snapdragon
1483,Điện thoại Xiaomi 12 Pro cũ (99.9% - Snapdragon 8 Gen 1),Xiaomi,6.0,5.0,18,https://mobilecity.vn/dien-thoai/xiaomi-12-pro-cu-gia-re.html,Xanh,5600000.0,5600000.0,Android 12,"Qualcomm SM8450 Snapdragon 8 Gen 1 (4 nm)
8 nhân (1x3.00 GHz & 3x2.50 GHz & 4x1.80 GHz)
GPU: Adreno 730",12.0,256.0,4600.0,"Khung nhôm bo cong
Mặt lưng kính
Mặt trước cong Gorilla Glass Victus",Xiaomi,True,6.73,120.0,1000.0,AMOLED,2,Li-Po,120.0,"[50.0, 50.0, 50.0]",[32.0],Qualcomm Snapdragon
1484,Điện thoại Xiaomi 12 Pro cũ (99.9% - Snapdragon 8 Gen 1),Xiaomi,6.0,5.0,18,https://mobilecity.vn/dien-thoai/xiaomi-12-pro-cu-gia-re.html,Xanh,4700000.0,4700000.0,Android 12,"Qualcomm SM8450 Snapdragon 8 Gen 1 (4 nm)
8 nhân (1x3.00 GHz & 3x2.50 GHz & 4x1.80 GHz)
GPU: Adreno 730",8.0,128.0,4600.0,"Khung nhôm bo cong
Mặt lưng kính
Mặt trước cong Gorilla Glass Victus",Xiaomi,True,6.73,120.0,1000.0,AMOLED,2,Li-Po,120.0,"[50.0, 50.0, 50.0]",[32.0],Qualcomm Snapdragon
1485,Điện thoại Xiaomi 12 Pro cũ (99.9% - Snapdragon 8 Gen 1),Xiaomi,6.0,5.0,18,https://mobilecity.vn/dien-thoai/xiaomi-12-pro-cu-gia-re.html,Xanh,5100000.0,5100000.0,Android 12,"Qualcomm SM8450 Snapdragon 8 Gen 1 (4 nm)
8 nhân (1x3.00 GHz & 3x2.50 GHz & 4x1.80 GHz)
GPU: Adreno 730",8.0,256.0,4600.0,"Khung nhôm bo cong
Mặt lưng kính
Mặt trước cong Gorilla Glass Victus",Xiaomi,True,6.73,120.0,1000.0,AMOLED,2,Li-Po,120.0,"[50.0, 50.0, 50.0]",[32.0],Qualcomm Snapdragon
1486,Điện thoại Xiaomi 12 Pro cũ (99.9% - Snapdragon 8 Gen 1),Xiaomi,6.0,5.0,18,https://mobilecity.vn/dien-thoai/xiaomi-12-pro-cu-gia-re.html,Xanh,5600000.0,5600000.0,Android 12,"Qualcomm SM8450 Snapdragon 8 Gen 1 (4 nm)
8 nhân (1x3.00 GHz & 3x2.50 GHz & 4x1.80 GHz)
GPU: Adreno 730",12.0,256.0,4600.0,"Khung nhôm bo cong
Mặt lưng kính
Mặt trước cong Gorilla Glass Victus",Xiaomi,True,6.73,120.0,1000.0,AMOLED,2,Li-Po,120.0,"[50.0, 50.0, 50.0]",[32.0],Qualcomm Snapdragon
1487,Điện thoại OPPO A76 (Chính hãng - Snapdragon 680),OPPO,12.0,5.0,0,https://mobilecity.vn/dien-thoai/oppo-a76-chinh-hang-ips-lcd-90hz.html,Xanh,4730000.0,4990000.0,Android 11,"Qualcomm SM6225 Snapdragon 680 4G (6 nm)
8 nhân (4x2.4 GHz & 4x1.9 GHz)
GPU: Adreno 610",6.0,128.0,5000.0,Thanh + Cảm ứng,Oppo,False,6.56,90.0,480.0,LCD,2,Li-Po,33.0,"[13.0, 2.0]",[8.0],Qualcomm Snapdragon
1488,Điện thoại OPPO A76 (Chính hãng - Snapdragon 680),OPPO,12.0,5.0,0,https://mobilecity.vn/dien-thoai/oppo-a76-chinh-hang-ips-lcd-90hz.html,Đen,4730000.0,4990000.0,Android 11,"Qualcomm SM6225 Snapdragon 680 4G (6 nm)
8 nhân (4x2.4 GHz & 4x1.9 GHz)
GPU: Adreno 610",6.0,128.0,5000.0,Thanh + Cảm ứng,Oppo,False,6.56,90.0,480.0,LCD,2,Li-Po,33.0,"[13.0, 2.0]",[8.0],Qualcomm Snapdragon
1489,Điện thoại Vivo iQOO Neo 8 cũ (Đẹp 99%),Điện thoại Cũ,0.0,5.0,2,https://mobilecity.vn/dien-thoai/vivo-iqoo-neo-8-cu-dep-99.html,Xanh,4750000.0,4750000.0,Android 13,"Qualcomm SM8475 Snapdragon 8+ Gen 1 (4 nm)
8 nhân (1x3.0 GHz & 3x2.5 GHz & 4x1.8 GHz)
GPU: Adreno 730",12.0,256.0,5000.0,"Khung nhựa
Mặt lưng kính/da, bo cong
Màn hình phẳng
Cảm biến vân tay dưới màn hình",Vivo,True,6.78,144.0,1300.0,AMOLED,2,,120.0,"[50.0, 2.0]",[16.0],Qualcomm Snapdragon
1490,Điện thoại Vivo iQOO Neo 8 cũ (Đẹp 99%),Điện thoại Cũ,0.0,5.0,2,https://mobilecity.vn/dien-thoai/vivo-iqoo-neo-8-cu-dep-99.html,Đỏ,4750000.0,4750000.0,Android 13,"Qualcomm SM8475 Snapdragon 8+ Gen 1 (4 nm)
8 nhân (1x3.0 GHz & 3x2.5 GHz & 4x1.8 GHz)
GPU: Adreno 730",12.0,256.0,5000.0,"Khung nhựa
Mặt lưng kính/da, bo cong
Màn hình phẳng
Cảm biến vân tay dưới màn hình",Vivo,True,6.78,144.0,1300.0,AMOLED,2,,120.0,"[50.0, 2.0]",[16.0],Qualcomm Snapdragon
1491,Điện thoại Vivo iQOO Neo 8 cũ (Đẹp 99%),Điện thoại Cũ,0.0,5.0,2,https://mobilecity.vn/dien-thoai/vivo-iqoo-neo-8-cu-dep-99.html,Cam,4750000.0,4750000.0,Android 13,"Qualcomm SM8475 Snapdragon 8+ Gen 1 (4 nm)
8 nhân (1x3.0 GHz & 3x2.5 GHz & 4x1.8 GHz)
GPU: Adreno 730",12.0,256.0,5000.0,"Khung nhựa
Mặt lưng kính/da, bo cong
Màn hình phẳng
Cảm biến vân tay dưới màn hình",Vivo,True,6.78,144.0,1300.0,AMOLED,2,,120.0,"[50.0, 2.0]",[16.0],Qualcomm Snapdragon
1492,Điện thoại Xiaomi POCO X6 Neo 5G (Dimensity 6080),POCO,12.0,5.0,0,https://mobilecity.vn/dien-thoai/xiaomi-poco-x6-neo-5g.html,Cam,4750000.0,4990000.0,Android 13,"Mediatek Dimensity 6080 (6 nm)
8 nhân (2x2.4 GHz & 6x2.0 GHz)
GPU: Mali-G57 MC2",8.0,128.0,5000.0,"Vuông vức
Khung nhựa, mặt lưng nhựa
Kháng nước, bụi IP54",Xiaomi,False,6.67,120.0,1000.0,OLED,2,Li-Po,33.0,"[108.0, 2.0]",[16.0],MediaTek Dimensity
1493,Điện thoại Xiaomi POCO X6 Neo 5G (Dimensity 6080),POCO,12.0,5.0,0,https://mobilecity.vn/dien-thoai/xiaomi-poco-x6-neo-5g.html,Cam,5350000.0,4990000.0,Android 13,"Mediatek Dimensity 6080 (6 nm)
8 nhân (2x2.4 GHz & 6x2.0 GHz)
GPU: Mali-G57 MC2",12.0,256.0,5000.0,"Vuông vức
Khung nhựa, mặt lưng nhựa
Kháng nước, bụi IP54",Xiaomi,False,6.67,120.0,1000.0,OLED,2,Li-Po,33.0,"[108.0, 2.0]",[16.0],MediaTek Dimensity
1494,Điện thoại Xiaomi POCO X6 Neo 5G (Dimensity 6080),POCO,12.0,5.0,0,https://mobilecity.vn/dien-thoai/xiaomi-poco-x6-neo-5g.html,Xanh,4750000.0,4990000.0,Android 13,"Mediatek Dimensity 6080 (6 nm)
8 nhân (2x2.4 GHz & 6x2.0 GHz)
GPU: Mali-G57 MC2",8.0,128.0,5000.0,"Vuông vức
Khung nhựa, mặt lưng nhựa
Kháng nước, bụi IP54",Xiaomi,False,6.67,120.0,1000.0,OLED,2,Li-Po,33.0,"[108.0, 2.0]",[16.0],MediaTek Dimensity
1495,Điện thoại Xiaomi POCO X6 Neo 5G (Dimensity 6080),POCO,12.0,5.0,0,https://mobilecity.vn/dien-thoai/xiaomi-poco-x6-neo-5g.html,Xanh,5350000.0,4990000.0,Android 13,"Mediatek Dimensity 6080 (6 nm)
8 nhân (2x2.4 GHz & 6x2.0 GHz)
GPU: Mali-G57 MC2",12.0,256.0,5000.0,"Vuông vức
Khung nhựa, mặt lưng nhựa
Kháng nước, bụi IP54",Xiaomi,False,6.67,120.0,1000.0,OLED,2,Li-Po,33.0,"[108.0, 2.0]",[16.0],MediaTek Dimensity
1496,Điện thoại Xiaomi POCO X6 Neo 5G (Dimensity 6080),POCO,12.0,5.0,0,https://mobilecity.vn/dien-thoai/xiaomi-poco-x6-neo-5g.html,Đen,4750000.0,4990000.0,Android 13,"Mediatek Dimensity 6080 (6 nm)
8 nhân (2x2.4 GHz & 6x2.0 GHz)
GPU: Mali-G57 MC2",8.0,128.0,5000.0,"Vuông vức
Khung nhựa, mặt lưng nhựa
Kháng nước, bụi IP54",Xiaomi,False,6.67,120.0,1000.0,OLED,2,Li-Po,33.0,"[108.0, 2.0]",[16.0],MediaTek Dimensity
1497,Điện thoại Xiaomi POCO X6 Neo 5G (Dimensity 6080),POCO,12.0,5.0,0,https://mobilecity.vn/dien-thoai/xiaomi-poco-x6-neo-5g.html,Đen,5350000.0,4990000.0,Android 13,"Mediatek Dimensity 6080 (6 nm)
8 nhân (2x2.4 GHz & 6x2.0 GHz)
GPU: Mali-G57 MC2",12.0,256.0,5000.0,"Vuông vức
Khung nhựa, mặt lưng nhựa
Kháng nước, bụi IP54",Xiaomi,False,6.67,120.0,1000.0,OLED,2,Li-Po,33.0,"[108.0, 2.0]",[16.0],MediaTek Dimensity
1498,Điện thoại Motorola Moto G (2023) 5G (Màn hình 120Hz),Lenovo - Motorola,12.0,5.0,0,https://mobilecity.vn/dien-thoai/motorola-moto-g-2023-man-hinh-120hz.html,Xanh,4820000.0,4990000.0,Android 13,"Qualcomm SM4350-AC Snapdragon 480+ 5G (8 nm)
8 nhân (2x2.2 GHz & 6x1.8 GHz)
GPU: Adreno 619",4.0,128.0,5000.0,"Khung nhựa, mặt lưng nhựa
Thiết kế chống thấm nước
Cảm biến vân tay cạnh bên",Motorola,False,6.5,120.0,,LCD,1,Li-Po,15.0,"[48.0, 2.0]",[8.0],Qualcomm Snapdragon
1499,Điện thoại Motorola Moto G (2023) 5G (Màn hình 120Hz),Lenovo - Motorola,12.0,5.0,0,https://mobilecity.vn/dien-thoai/motorola-moto-g-2023-man-hinh-120hz.html,Bạc,4820000.0,4990000.0,Android 13,"Qualcomm SM4350-AC Snapdragon 480+ 5G (8 nm)
8 nhân (2x2.2 GHz & 6x1.8 GHz)
GPU: Adreno 619",4.0,128.0,5000.0,"Khung nhựa, mặt lưng nhựa
Thiết kế chống thấm nước
Cảm biến vân tay cạnh bên",Motorola,False,6.5,120.0,,LCD,1,Li-Po,15.0,"[48.0, 2.0]",[8.0],Qualcomm Snapdragon
1500,Điện thoại Realme 12x 5G ( Dimensity 6100 Plus),Realme,12.0,5.0,0,https://mobilecity.vn/dien-thoai/realme-12x-5g-dimensity-6100-plus.html,Xanh,4850000.0,4850000.0,Android 14,"Mediatek Dimensity 6100+ (6 nm)
8 nhân (2x2.2 GHz & 6x2.0 GHz)
GPU: Mali-G57 MC2",12.0,256.0,5000.0,"Khung nhựa vuông vức
Mặt lưng nhựa
Kháng nước, bụi IP54",Realme,False,6.67,120.0,625.0,LCD,2,,15.0,"[50.0, 2.0]",[8.0],MediaTek Dimensity
1501,Điện thoại Realme 12x 5G ( Dimensity 6100 Plus),Realme,12.0,5.0,0,https://mobilecity.vn/dien-thoai/realme-12x-5g-dimensity-6100-plus.html,Xanh,5550000.0,5550000.0,Android 14,"Mediatek Dimensity 6100+ (6 nm)
8 nhân (2x2.2 GHz & 6x2.0 GHz)
GPU: Mali-G57 MC2",12.0,512.0,5000.0,"Khung nhựa vuông vức
Mặt lưng nhựa
Kháng nước, bụi IP54",Realme,False,6.67,120.0,625.0,LCD,2,,15.0,"[50.0, 2.0]",[8.0],MediaTek Dimensity
1502,Điện thoại Realme 12x 5G ( Dimensity 6100 Plus),Realme,12.0,5.0,0,https://mobilecity.vn/dien-thoai/realme-12x-5g-dimensity-6100-plus.html,Xanh,4850000.0,4850000.0,Android 14,"Mediatek Dimensity 6100+ (6 nm)
8 nhân (2x2.2 GHz & 6x2.0 GHz)
GPU: Mali-G57 MC2",12.0,256.0,5000.0,"Khung nhựa vuông vức
Mặt lưng nhựa
Kháng nước, bụi IP54",Realme,False,6.67,120.0,625.0,LCD,2,,15.0,"[50.0, 2.0]",[8.0],MediaTek Dimensity
1503,Điện thoại Realme 12x 5G ( Dimensity 6100 Plus),Realme,12.0,5.0,0,https://mobilecity.vn/dien-thoai/realme-12x-5g-dimensity-6100-plus.html,Xanh,5550000.0,5550000.0,Android 14,"Mediatek Dimensity 6100+ (6 nm)
8 nhân (2x2.2 GHz & 6x2.0 GHz)
GPU: Mali-G57 MC2",12.0,512.0,5000.0,"Khung nhựa vuông vức
Mặt lưng nhựa
Kháng nước, bụi IP54",Realme,False,6.67,120.0,625.0,LCD,2,,15.0,"[50.0, 2.0]",[8.0],MediaTek Dimensity
1504,Điện thoại Realme P1 5G (Dimensity 7050),Realme,12.0,5.0,0,https://mobilecity.vn/dien-thoai/realme-p1-5g-dimensity-7050.html,Xanh,4850000.0,4850000.0,Android 14,"MediaTek Dimensity 7050 (6 nm)
8 nhân (2x2.6 GHz & 6x2.0 GHz)
GPU: Mali-G68 MC4",6.0,128.0,5000.0,"Khung nhựa vuông vức
Mặt lưng nhựa phẳng
Màn hình phẳng đục lỗ
Cảm biến vân tay dưới màn hình
Kháng nước, bụi IP54",Realme,False,6.67,120.0,600.0,AMOLED,2,Li-Ion,45.0,"[50.0, 2.0]",[16.0],MediaTek Dimensity
1505,Điện thoại Realme P1 5G (Dimensity 7050),Realme,12.0,5.0,0,https://mobilecity.vn/dien-thoai/realme-p1-5g-dimensity-7050.html,Xanh,5800000.0,5800000.0,Android 14,"MediaTek Dimensity 7050 (6 nm)
8 nhân (2x2.6 GHz & 6x2.0 GHz)
GPU: Mali-G68 MC4",8.0,256.0,5000.0,"Khung nhựa vuông vức
Mặt lưng nhựa phẳng
Màn hình phẳng đục lỗ
Cảm biến vân tay dưới màn hình
Kháng nước, bụi IP54",Realme,False,6.67,120.0,600.0,AMOLED,2,Li-Ion,45.0,"[50.0, 2.0]",[16.0],MediaTek Dimensity
1506,Điện thoại Realme P1 5G (Dimensity 7050),Realme,12.0,5.0,0,https://mobilecity.vn/dien-thoai/realme-p1-5g-dimensity-7050.html,Đỏ,4850000.0,4850000.0,Android 14,"MediaTek Dimensity 7050 (6 nm)
8 nhân (2x2.6 GHz & 6x2.0 GHz)
GPU: Mali-G68 MC4",6.0,128.0,5000.0,"Khung nhựa vuông vức
Mặt lưng nhựa phẳng
Màn hình phẳng đục lỗ
Cảm biến vân tay dưới màn hình
Kháng nước, bụi IP54",Realme,False,6.67,120.0,600.0,AMOLED,2,Li-Ion,45.0,"[50.0, 2.0]",[16.0],MediaTek Dimensity
1507,Điện thoại Realme P1 5G (Dimensity 7050),Realme,12.0,5.0,0,https://mobilecity.vn/dien-thoai/realme-p1-5g-dimensity-7050.html,Đỏ,5800000.0,5800000.0,Android 14,"MediaTek Dimensity 7050 (6 nm)
8 nhân (2x2.6 GHz & 6x2.0 GHz)
GPU: Mali-G68 MC4",8.0,256.0,5000.0,"Khung nhựa vuông vức
Mặt lưng nhựa phẳng
Màn hình phẳng đục lỗ
Cảm biến vân tay dưới màn hình
Kháng nước, bụi IP54",Realme,False,6.67,120.0,600.0,AMOLED,2,Li-Ion,45.0,"[50.0, 2.0]",[16.0],MediaTek Dimensity
1508,Điện thoại Vivo iQOO Z8x 5G (Snapdragon 6 Gen 1),Vivo,0.0,5.0,1,https://mobilecity.vn/dien-thoai/vivo-iqoo-z8x-5g-snapdragon-6-gen-1.html,Trắng,4850000.0,4850000.0,Android 13,"Snapdragon 6 Gen 1 (4 nm)
8 nhân (4x2.2 GHz & 4x1.8 GHz)
GPU: Adreno 710",8.0,128.0,6000.0,"Khung nhựa, mặt lưng nhựa",Vivo,False,6.64,120.0,,LCD,2,Li-Po,44.0,"[50.0, 2.0]",[8.0],Qualcomm Snapdragon
